issue,rule,path,baseline_line,disposition,evidence
AaCOzafCkcuVuZeQceJe,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,85,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJf,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,85,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJg,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,85,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJh,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,87,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJi,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,88,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJj,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,88,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJk,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,89,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJl,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,89,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJm,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,90,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJn,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,108,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzafCkcuVuZeQceJo,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,177,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafCkcuVuZeQceJp,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,203,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzafCkcuVuZeQceJq,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,245,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafCkcuVuZeQceJr,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,268,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJs,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,268,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJt,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,269,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJx,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,300,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJy,javascript:S7721,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,321,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafCkcuVuZeQceJz,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,336,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJ0,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,371,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJ1,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,372,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJ2,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,579,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafCkcuVuZeQceJ3,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,591,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafCkcuVuZeQceJ5,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/editor.js,666,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKA,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,53,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzafmkcuVuZeQceKB,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,64,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKC,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,100,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKD,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,223,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKE,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,224,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKF,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,233,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKG,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,233,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKH,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,237,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKI,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,237,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKJ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,248,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKK,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,248,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKL,javascript:S3403,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,272,resolved_in_4f315e0_scan,onSelect默认回调显式返回true，准确表达默认允许选择；调用方false veto原样保留。
AaCOzafmkcuVuZeQceKM,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,276,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKN,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,289,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzafmkcuVuZeQceKO,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,305,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKP,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,334,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKQ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,334,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKR,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,334,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKS,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,335,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKT,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,335,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKU,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,335,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKV,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,336,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKW,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,336,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafmkcuVuZeQceKX,javascript:S3403,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,343,resolved_in_4f315e0_scan,onSelect默认回调显式返回true，准确表达默认允许选择；调用方false veto原样保留。
AaCOzafmkcuVuZeQceKY,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,380,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKZ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,381,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafmkcuVuZeQceKa,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/graph.js,425,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaeokcuVuZeQceI_,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,33,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzaeokcuVuZeQceJA,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,37,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzaeokcuVuZeQceJB,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,43,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzaeokcuVuZeQceJC,javascript:S7718,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,74,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaeokcuVuZeQceJD,javascript:S4123,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,89,resolved_in_4f315e0_scan,onRestored默认回调声明async，与实际异步恢复回调和await合同一致。
AaCOzaeokcuVuZeQceJE,javascript:S1940,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,101,resolved_in_4f315e0_scan,对服务端计划expires_in显式验证有限数字并使用<=0，保留NaN/无效值拒绝语义。
AaCOzaeokcuVuZeQceJF,javascript:S7718,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,103,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaeokcuVuZeQceJG,javascript:S7718,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,138,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaeokcuVuZeQceJH,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,154,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzaeokcuVuZeQceJI,javascript:S7718,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,163,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaeokcuVuZeQceJJ,javascript:S7718,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,175,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaeokcuVuZeQceJK,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,185,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzaeokcuVuZeQceJL,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/plugin-management.js,186,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzae4kcuVuZeQceJO,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,18,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzae4kcuVuZeQceJP,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,24,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzae4kcuVuZeQceJQ,javascript:S6653,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,82,resolved_in_4f315e0_scan,Applied the direct standard-library operation to existing JSON/string/array/DOM contracts; named the custom date assertion to distinguish it from Jest expect.
AaCOzae4kcuVuZeQceJR,javascript:S7721,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,90,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzae4kcuVuZeQceJS,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,119,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzae4kcuVuZeQceJT,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,144,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzae4kcuVuZeQceJU,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,179,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzae4kcuVuZeQceJV,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,189,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzae4kcuVuZeQceJW,javascript:S7718,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,192,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzae4kcuVuZeQceJX,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,195,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzae4kcuVuZeQceJY,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/preview.js,207,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafXkcuVuZeQceJ8,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/session.js,28,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaf0kcuVuZeQceKc,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/table-data.js,38,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzaf0kcuVuZeQceKd,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/table-data.js,45,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaf0kcuVuZeQceKe,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/table-data.js,51,resolved_in_4f315e0_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzaf0kcuVuZeQceKf,javascript:S7718,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/table-data.js,70,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzafekcuVuZeQceJ-,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/ui.js,44,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafekcuVuZeQceJ9,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/ui.js,44,resolved_in_4f315e0_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzafekcuVuZeQceJ_,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/workbench/ui.js,62,resolved_in_4f315e0_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzaivkcuVuZeQceNu,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,53,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceNv,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,1354,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceNs,css:S7924,plugins/sqlseed-web/src/sqlseed_web/static/style.css,1728,verified_false_positive,"This declaration applies exclusively to .count-setting input:disabled, a native inactive input. Workbench creates an input with disabled set when its table is not selected. WCAG 2.2 SC 1.4.3 explicitly exempts inactive user-interface components, so the contrast finding is inapplicable; enabled input styling is separate."
AaCOzaivkcuVuZeQceNw,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,1730,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceNx,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,1863,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceNy,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,1871,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceNz,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,1880,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN0,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2139,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN1,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2342,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN2,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2353,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN3,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2357,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceNt,css:S7924,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2443,verified_false_positive,"This declaration applies exclusively to .graph-field:disabled. Actual graph-field controls are native buttons produced by workbench/ui.js; a CSS class or aria-disabled alone cannot activate this selector. Text is therefore inside an inactive control when this rule applies, which WCAG 2.2 SC 1.4.3 exempts from contrast requirements."
AaCOzaivkcuVuZeQceN4,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2502,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN5,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2516,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN6,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2520,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN7,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2523,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN8,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2663,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN9,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2828,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN-,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2831,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN_,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2872,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceOA,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2876,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceOB,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2963,resolved_in_4f315e0_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
